Year,Age,Credit,Sex,MaritalStatus,Miles,YearsOwned,CarAge,Value,BodilyInjury,Drivers,Claims
2020,46,G,F,Single,12000,1,3,11050,1597,1,1
2020,70,D,M,Single,2000,0,11,15000,4262,1,2
2020,26,A,F,Single,8000,0,4,32500,7164,1,2
2020,80,G,F,Married,7000,0,9,4500,19890,2,2
2020,50,E,M,Married,7000,3,10,3825,30852,2,2
2020,31,F,M,Single,13000,0,15,4500,1690,1,1
2020,64,D,M,Married,7000,0,16,500,6577,2,2
2020,37,H,M,Single,10000,1,17,425,1191,1,1
2020,23,A,F,Single,10000,0,11,6500,770,1,1
2020,37,D,M,Married,3000,7,12,12750,827,2,1
2020,59,G,M,Married,11000,0,9,17000,34456,3,2
2020,54,E,M,Married,13000,1,10,14450,1069,2,1
2020,39,A,F,Single,3000,3,11,425,5510,1,2
2020,64,D,M,Single,16000,0,3,11000,4093,2,2
2020,35,G,M,Single,15000,2,4,9350,5889,1,2
2020,22,C,F,Married,21000,0,3,95000,7906,2,2
2020,40,A,F,Married,10000,4,4,80750,13451,2,2
2020,50,A,F,Single,12000,2,5,14450,4009,3,2
2020,59,C,M,Single,15000,0,4,42500,2168,1,1
2020,53,H,M,Married,11000,1,5,36125,8562,2,2
2020,25,G,F,Single,12000,8,9,16150,11872,1,2
2020,25,E,M,Single,13000,7,8,12750,44288,1,2
2020,67,E,M,Single,4000,0,6,27500,0,3,0
2020,48,D,F,Single,12000,0,3,15000,1217,3,1
2020,20,G,F,Married,7000,8,8,4675,28392,2,2
2020,54,F,M,Single,16000,1,2,19125,37013,1,2
2020,64,G,M,Single,14000,4,8,1275,10988,1,2
2020,31,C,M,Single,14000,0,11,7500,3174,1,1
2020,48,E,F,Married,10000,8,12,6375,9624,2,2
2020,56,F,F,Married,16000,1,3,46750,8438,2,2
2020,55,F,M,Single,11000,0,4,42500,23926,4,2
2020,22,G,F,Single,15000,1,5,14450,6548,1,2
2020,50,D,M,Married,4000,8,8,14450,17848,2,2
2020,62,A,M,Single,1000,4,6,11050,772,1,1
2020,29,E,M,Married,13000,1,8,14450,3122,2,1
2020,67,G,M,Married,3000,8,13,14450,21355,1,2
2020,76,H,F,Single,7000,0,3,11000,7622,1,2
2020,46,C,M,Married,4000,1,4,9350,10911,1,2
2020,52,A,M,Widowed,16000,3,6,7225,5937,1,2
2020,53,C,M,Divorced,15000,9,15,11050,5258,1,2
2020,41,A,M,Widowed,12000,2,10,2975,8304,1,2
2020,54,H,F,Single,11000,1,9,14450,3111,1,1
2020,60,A,M,Single,13000,3,8,14450,8758,2,2
2020,21,D,F,Single,2000,4,4,9350,15849,4,2
2020,54,B,F,Married,11000,1,1,27625,2478,2,1
2020,46,E,M,Single,5000,0,1,19000,12706,1,2
2020,55,C,F,Married,5000,0,2,27500,3350,2,1
2020,29,B,M,Married,10000,3,3,23375,2819,2,1
2020,32,G,M,Married,12000,3,21,2125,3861,2,2
2020,52,D,F,Married,10000,6,7,8075,29623,2,2
2020,47,A,M,Married,8000,2,16,7225,36701,2,2
2020,53,F,M,Married,12000,0,6,9500,35942,2,2
2020,57,C,F,Single,21000,1,2,16150,10576,2,2
2020,60,G,M,Married,11000,1,6,14450,11120,2,2
2020,51,G,M,Single,9000,0,1,17000,3708,1,2
2020,49,A,F,Single,5000,2,2,14450,10556,1,2
2020,60,D,M,Married,3000,0,6,47500,5960,2,2
2020,57,G,M,Married,5000,0,15,7500,11968,2,2
2020,30,H,F,Single,4000,3,16,6375,2228,1,1
2020,61,F,M,Married,7000,0,14,13000,6399,2,2
2020,35,D,F,Single,9000,0,16,5500,13874,1,2
2020,65,C,M,Single,9000,0,4,55000,11493,1,2
2020,71,A,M,Single,6000,0,3,15000,11822,3,2
2020,42,F,F,Divorced,16000,1,4,12750,5133,2,2
2020,57,A,F,Single,8000,1,4,11050,865,1,1
2020,39,C,M,Single,9000,0,8,9500,614,4,1
2020,46,G,F,Married,9000,1,9,8075,7714,2,2
2020,69,D,F,Married,8000,8,9,2125,21306,2,2
2020,42,G,M,Single,15000,0,5,2500,75735,1,2
2020,44,H,F,Single,10000,3,6,2125,3775,3,2
2020,19,H,M,Single,5000,0,1,17000,2334,4,1
2020,79,A,M,Single,12000,2,2,14450,4566,1,2
2020,65,E,F,Married,11000,1,4,16150,9864,2,2
2020,62,F,F,Married,8000,1,2,16150,7431,2,2
2020,26,G,F,Married,12000,5,5,23375,4432,3,2
2020,24,E,F,Married,5000,10,16,425,2882,1,1
2020,55,F,M,Married,12000,0,7,5500,2305,2,1
2020,37,G,M,Single,9000,1,8,4675,34548,1,2
2020,73,A,M,Single,18000,0,7,15000,14174,1,2
2020,47,B,M,Divorced,10000,5,8,12750,2062,1,1
2020,40,F,M,Single,10000,1,1,19125,869,1,1
2020,51,E,F,Married,17000,1,1,40375,13331,2,2
2020,50,D,M,Married,19000,2,2,27625,2334,2,1
2020,62,G,M,Married,13000,0,12,3500,13572,2,2
2020,60,F,F,Single,19000,0,6,6500,35490,2,2
2020,56,C,M,Married,14000,1,7,5525,6308,4,2
2020,51,D,F,Single,17000,1,1,27625,4512,1,2
2020,31,B,F,Divorced,10000,0,0,15000,1446,1,1
2020,43,E,F,Single,5000,1,1,12750,31690,1,2
2020,60,F,M,Married,4000,0,1,42500,5201,2,2
2020,26,D,F,Single,13000,0,5,27500,589,1,1
2020,48,C,F,Single,11000,0,6,7500,5575,3,2
2020,37,D,F,Divorced,7000,0,15,7500,678,1,1
2020,40,F,M,Married,13000,3,10,6375,6945,2,2
2020,58,E,M,Single,8000,1,3,63750,11398,1,2
2020,38,C,M,Single,13000,1,4,40375,3242,1,1
2020,60,F,M,Married,8000,0,0,13000,14843,2,2
2020,47,B,F,Single,11000,1,1,11050,5712,2,2
2020,49,B,F,Single,10000,1,5,40375,66062,1,2
2020,60,E,F,Married,14000,1,1,16150,11223,2,2
2020,63,E,F,Married,15000,1,4,9350,1141,2,1
2020,79,F,M,Single,8000,0,6,15000,7214,1,2
2020,77,C,M,Single,5000,4,7,12750,85580,2,2
2020,28,F,M,Single,16000,0,3,19000,7943,1,2
2020,34,C,M,Single,13000,3,4,16150,4110,1,2
2020,55,B,F,Married,7000,3,13,3825,20797,2,2
2020,29,H,M,Divorced,10000,6,7,5525,3799,3,2
2020,54,A,M,Single,8000,9,9,3825,2627,1,1
2020,30,F,M,Married,12000,6,10,14450,3630,3,2
2020,43,G,F,Married,7000,0,9,3500,10099,2,2
2020,54,E,F,Married,3000,0,15,5500,1221,2,1
2020,36,A,M,Single,10000,0,15,17000,28391,1,2
2020,62,H,M,Married,15000,0,2,7500,9193,2,2
2020,68,C,M,Married,15000,0,10,6500,17467,4,2
2020,68,F,F,Married,20000,2,11,5525,5735,2,2
2020,55,C,F,Married,8000,2,2,72250,14523,1,2
2020,34,F,M,Single,8000,0,4,15000,4776,1,2
2020,54,A,M,Married,18000,4,5,12750,3291,2,1
2020,46,E,F,Single,3000,1,6,14450,0,1,0
2020,45,F,M,Single,4000,5,14,5525,7591,1,2
2020,31,C,M,Widowed,9000,0,6,17000,23098,4,2
2020,35,C,F,Single,10000,0,7,37500,4843,1,2
2020,69,D,M,Married,5000,1,13,14450,39805,3,2
2020,57,H,M,Single,3000,3,16,11050,0,4,0
2020,56,C,M,Single,6000,6,9,9350,3751,1,2
2020,69,E,M,Married,5000,10,19,8075,5625,2,2
2020,72,G,M,Single,5000,1,4,16150,4388,1,2
2020,56,G,M,Married,14000,0,7,2500,16362,1,2
2020,55,F,M,Divorced,10000,0,5,17000,101198,2,2
2020,33,D,F,Married,13000,1,6,14450,1361,2,1
2020,50,A,M,Married,8000,7,11,8075,9005,2,2
2020,72,C,M,Single,12000,0,10,17000,4535,1,2
2020,36,C,F,Divorced,13000,0,3,75000,3575,1,2
2020,54,D,M,Single,12000,1,4,63750,4058,1,2
2020,51,E,M,Married,13000,1,5,14450,2570,2,1
2020,50,G,M,Single,5000,0,11,8500,2476,2,1
2020,67,A,M,Married,8000,0,6,500,2762,1,1
2020,76,E,F,Divorced,2000,5,7,425,1952,1,1
2020,24,E,M,Single,17000,0,2,2500,19377,4,2
2020,36,G,M,Single,7000,0,5,95000,6342,1,2
2020,20,B,M,Single,10000,1,6,16150,2039,2,1
2020,45,G,F,Single,18000,5,6,9350,24288,1,2
2020,66,F,M,Single,10000,1,5,9350,9542,1,2
2020,50,D,M,Divorced,13000,1,1,23375,7942,4,2
2020,70,G,F,Single,5000,0,15,37500,13979,1,2
2020,36,E,M,Single,10000,1,10,31875,0,1,0
2020,68,F,M,Married,14000,0,3,11000,540,2,1
2020,67,F,F,Married,3000,0,11,5500,6313,1,2
2020,28,E,F,Married,9000,0,14,6500,7943,1,2
2020,80,H,M,Married,5000,0,7,5500,1664,2,1
2020,48,B,M,Single,7000,5,8,4675,803,1,1
2020,58,G,F,Single,8000,0,9,13000,9590,1,2
2020,54,F,F,Married,19000,0,2,11000,53537,3,2
2020,80,D,M,Single,9000,1,3,9350,10289,1,2
2020,39,E,M,Married,10000,0,9,9500,11346,2,2
2020,61,E,M,Married,7000,0,8,19000,22755,2,2
2020,54,C,M,Single,8000,0,7,2500,15274,1,2
2020,53,A,M,Married,6000,8,8,2125,17161,1,2
2020,53,F,M,Single,12000,0,1,13000,25067,2,2
2020,47,B,F,Married,8000,2,2,11050,1954,2,1
2020,39,B,M,Divorced,9000,1,2,16150,25223,1,2
2020,39,E,F,Single,5000,0,12,5500,3325,1,1
2020,54,D,F,Single,11000,0,6,27500,15812,1,2
2020,64,D,M,Married,9000,1,7,23375,5170,4,2
2020,57,B,M,Single,5000,9,9,16150,1999,1,1
2020,43,A,M,Single,11000,1,1,63750,8686,1,2
2020,42,E,F,Divorced,8000,2,3,27625,9515,3,2
2020,75,G,M,Single,14000,0,2,19000,16124,1,2
2020,41,G,F,Single,8000,2,3,16150,12630,2,2
2020,57,B,F,Single,13000,2,13,4675,10344,1,2
2020,49,F,F,Married,11000,0,4,13000,3561,2,2
2020,55,G,M,Married,12000,3,5,11050,21877,1,2
2020,40,C,M,Married,14000,0,2,3500,4319,1,2
2020,21,C,M,Single,9000,5,8,2975,25816,2,2
2020,64,F,F,Married,9000,6,7,11050,5334,2,2
2020,51,A,F,Divorced,12000,7,7,14450,3549,1,2
2020,48,A,F,Single,5000,2,8,19125,10648,1,2
2020,56,A,M,Divorced,4000,10,10,12750,8548,3,2
2020,40,E,F,Single,15000,0,1,13000,24206,4,2
2020,38,D,M,Single,11000,1,2,11050,793,1,1
2020,54,C,F,Married,7000,2,2,2125,4471,2,2
2020,45,A,M,Married,14000,4,4,11050,16075,2,2
2020,63,B,F,Single,16000,3,8,11050,6415,1,2
2020,60,E,F,Single,9000,1,4,2975,4940,1,2
2020,42,C,M,Widowed,18000,2,9,14450,13992,3,2
2020,49,B,M,Single,8000,1,4,12750,833,1,1
2020,63,A,M,Married,14000,0,2,17000,15597,2,2
2020,67,D,F,Single,5000,0,4,13000,4101,1,2
2020,65,E,M,Married,2000,2,5,19125,10103,2,2
2020,48,A,M,Married,5000,1,5,5525,18426,2,2
2020,50,F,M,Married,11000,2,7,12750,9777,1,2
2020,54,F,F,Divorced,11000,1,6,14450,2383,1,1
2020,60,F,M,Single,11000,0,3,32500,10983,1,2
2020,39,D,F,Married,15000,1,4,12750,505,2,1
2020,65,F,F,Married,11000,7,11,11050,22085,1,2
2020,45,A,M,Married,21000,1,4,55250,14843,1,2
2020,18,F,F,Single,7000,0,7,6500,2156,1,1
2020,45,C,F,Single,13000,1,3,12750,7991,1,2
2020,59,C,F,Married,7000,4,15,7225,6705,2,2
2020,28,A,M,Divorced,11000,0,2,11000,913,1,1
2020,36,B,M,Single,11000,3,3,9350,1853,1,1
2020,68,B,F,Single,2000,1,9,5525,576,1,1
2020,71,D,F,Married,1000,1,5,2975,0,1,0
2020,33,A,F,Single,5000,0,0,22500,7486,1,2
2020,67,H,M,Married,12000,1,1,19125,4970,2,2
2020,45,C,F,Single,19000,0,7,9500,4024,1,2
2020,40,F,M,Married,7000,1,8,8075,4427,2,2
2020,23,D,M,Single,11000,6,11,3825,40850,1,2
2020,68,H,F,Single,6000,0,9,17000,24177,2,2
2020,59,D,F,Married,9000,1,5,31875,6119,2,2
2020,56,B,M,Married,10000,2,2,23375,1502,2,1
2020,68,E,M,Single,14000,1,2,12750,5066,1,2
2020,49,H,F,Single,14000,2,3,14450,7579,1,2
2020,71,C,M,Single,5000,0,10,22500,2336,1,1
2020,38,F,F,Married,13000,1,6,19125,4945,2,2
2020,68,G,F,Divorced,3000,1,5,6375,3342,1,1
2020,51,A,F,Single,14000,0,2,15000,25548,2,2
2020,38,A,M,Single,13000,1,3,12750,17701,1,2
2020,59,D,F,Married,13000,1,5,11050,13617,2,2
2020,49,F,F,Married,9000,2,4,14450,42818,2,2
2020,42,H,M,Married,9000,4,5,12750,1827,2,1
2020,42,G,M,Married,21000,7,9,23375,683,1,1
2020,37,E,M,Married,7000,0,8,9500,6251,2,2
2020,52,B,F,Single,8000,6,9,8075,4805,3,2
2020,66,C,F,Married,6000,1,10,7225,5558,2,2
2020,63,C,M,Single,8000,0,8,3500,24241,1,2
2020,60,G,M,Single,14000,4,5,9350,1504,1,1
2020,55,D,M,Married,9000,1,7,2975,10356,2,2
2020,72,F,F,Married,3000,0,11,17000,15393,2,2
2020,62,A,M,Married,8000,3,7,36125,3321,2,1
2020,75,E,M,Single,5000,1,5,12750,8150,2,2
2020,53,G,M,Single,11000,3,3,72250,966,3,1
2020,32,D,M,Married,15000,1,1,40375,6500,2,2
2020,28,E,M,Married,9000,0,3,15000,16471,2,2
2020,32,A,M,Single,15000,2,4,12750,4468,1,2
2020,66,D,F,Married,11000,1,13,425,7967,2,2
2020,46,A,M,Single,9000,0,3,19000,2682,1,1
2020,55,D,F,Single,6000,1,4,16150,13576,1,2
2020,67,A,M,Single,6000,0,13,9500,23855,1,2
2020,39,G,M,Single,15000,1,9,8075,2677,1,1
2020,35,F,F,Single,7000,1,2,9350,4647,1,2
2020,50,H,M,Married,10000,6,6,40375,1071,2,1
2020,52,A,M,Married,3000,5,8,425,29933,2,2
2020,42,D,M,Single,12000,0,4,65000,8872,1,2
2020,36,B,M,Married,9000,0,4,27500,987,2,1
2020,57,C,F,Married,7000,1,5,23375,5795,2,2
2020,36,B,M,Married,10000,6,10,9350,3868,2,2
2020,67,C,F,Married,3000,11,12,19125,7190,2,2
2020,36,D,M,Single,12000,0,2,11000,6711,3,2
2020,56,A,M,Single,12000,0,2,55000,9417,1,2
2020,59,G,M,Married,7000,3,3,46750,4897,2,2
2020,26,G,M,Single,8000,9,11,1275,21910,2,2
2020,30,C,M,Married,5000,0,8,5500,25298,2,2
2020,66,C,F,Married,8000,2,5,12750,6895,2,2
2020,48,G,M,Married,11000,8,14,9350,6201,2,2
2020,60,C,M,Single,7000,9,12,14450,0,3,0
2020,50,D,M,Married,2000,4,7,8075,5643,2,2
2020,26,D,M,Single,7000,10,14,2125,0,1,0
2020,39,B,M,Married,14000,0,6,13000,3369,2,1
2020,68,D,M,Married,6000,8,12,11050,35204,2,2
2020,32,F,M,Single,13000,1,1,19125,1090,1,1
2020,60,A,M,Single,12000,0,8,4500,55297,3,2
2020,66,E,M,Single,12000,0,1,19000,10867,2,2
2020,43,F,M,Single,9000,0,5,13000,49342,1,2
2020,52,F,F,Married,13000,0,3,5500,4080,2,2
2020,33,D,M,Married,13000,3,4,4675,0,2,0
2020,62,E,F,Married,10000,0,2,22500,8621,2,2
2020,54,F,F,Single,10000,0,4,19000,48127,1,2
2020,76,A,F,Single,10000,2,5,16150,5565,1,2
2020,51,A,M,Married,8000,2,9,12750,2205,2,1
2020,44,A,F,Married,8000,1,1,11050,43908,1,2
2020,60,C,M,Divorced,10000,4,8,12750,6594,1,2
2020,33,B,F,Divorced,12000,1,4,16150,1164,2,1
2020,66,C,M,Single,20000,0,3,2500,1514,3,1
2020,33,A,M,Single,14000,0,6,32500,14288,1,2
2020,48,D,F,Married,12000,6,7,27625,59959,2,2
2020,28,C,F,Married,9000,0,13,13000,16854,2,2
2020,76,A,M,Married,3000,0,7,22500,39549,3,2
2020,33,G,F,Married,11000,0,4,7500,45385,2,2
2020,55,H,M,Married,11000,1,1,14450,7173,2,2
2020,29,A,F,Married,13000,0,6,19000,1500,2,1
2020,60,D,M,Single,6000,0,2,75000,28343,2,2
2020,67,E,M,Married,8000,3,3,63750,599,1,1
2020,54,E,M,Single,7000,2,3,4675,15863,1,2
2020,71,C,M,Divorced,7000,9,9,7225,3313,2,1
2020,50,F,F,Single,12000,2,14,1275,12123,1,2
2020,39,E,M,Single,8000,4,4,16150,8008,1,2
2020,53,C,F,Single,5000,8,12,2125,512,1,1
2020,55,E,M,Single,5000,2,11,23375,13658,1,2
2020,55,E,F,Married,8000,1,4,16150,8904,2,2
2020,40,A,M,Married,17000,2,3,4675,1730,2,1
2020,59,G,F,Single,11000,2,6,23375,9021,1,2
2020,29,B,F,Married,2000,6,15,7225,0,1,0
2020,36,B,M,Married,15000,4,10,19125,527,2,1
2020,64,B,F,Single,14000,0,3,11000,7835,2,2
2020,54,F,M,Single,4000,3,4,9350,5002,1,2
2020,29,C,F,Married,21000,1,1,36125,830,1,1
2020,68,D,F,Single,4000,0,10,17000,5079,3,2
2020,62,D,M,Single,11000,1,6,31875,33385,1,2
2020,58,B,M,Single,15000,2,4,9350,34233,1,2
2020,39,C,F,Single,19000,0,2,13000,7872,1,2
2020,72,E,M,Married,5000,0,9,3500,35128,2,2
2020,53,B,F,Single,13000,4,5,2975,6362,1,2
2020,43,A,M,Married,14000,1,6,36125,25266,1,2
2020,58,H,M,Married,7000,1,1,31875,9673,2,2
2020,50,H,F,Single,16000,2,3,19125,14559,1,2
2020,71,A,M,Married,12000,8,8,19125,5111,1,2
2020,29,A,F,Married,2000,8,8,3825,3683,2,2
2020,32,D,M,Single,9000,1,9,7225,14025,2,2
2020,58,A,M,Single,9000,1,6,7225,4479,1,2
2020,55,C,F,Single,11000,1,4,11050,7448,1,2
2020,30,A,M,Single,1000,1,1,36125,1188,1,1
2020,52,G,M,Single,7000,5,7,12750,16290,1,2
2020,73,D,M,Single,3000,0,16,5500,22426,2,2
2020,73,A,F,Divorced,6000,3,10,4675,5826,1,2
2020,46,F,M,Widowed,8000,1,9,3825,13365,1,2
2020,40,C,F,Single,12000,3,3,11050,832,1,1
2020,40,B,F,Single,15000,1,5,12750,6611,1,2
2020,44,G,F,Single,9000,1,10,4675,42344,1,2
2020,34,C,F,Single,20000,0,0,37500,1274,1,1
2020,31,H,M,Single,8000,1,6,14450,9586,2,2
2020,58,B,M,Married,12000,1,10,7225,41702,2,2
2020,64,B,F,Single,9000,0,5,32500,1533,1,1
2020,61,E,M,Single,5000,5,6,27625,22293,2,2
2020,59,H,M,Divorced,10000,0,1,37500,23847,2,2
2020,35,E,F,Single,3000,0,8,15000,10592,3,2
2020,63,B,M,Single,11000,1,4,12750,3500,1,2
2020,63,A,M,Widowed,12000,1,7,16150,25137,1,2
2020,66,B,F,Single,13000,1,3,14450,20668,1,2
2020,59,B,F,Married,18000,1,6,12750,4223,2,2
2020,42,C,F,Single,12000,1,1,46750,14473,1,2
2020,57,D,M,Single,13000,1,15,8075,2737,4,1
2020,54,E,F,Married,10000,1,5,12750,12287,2,2
2020,79,A,M,Single,9000,1,1,27625,3257,1,1
2020,71,E,M,Single,6000,11,11,4675,9583,1,2
2020,62,D,F,Married,18000,5,5,9350,16081,2,2
2020,38,E,M,Married,12000,7,10,2975,1401,2,1
2020,60,D,M,Married,12000,0,1,19000,3085,1,1
2020,22,F,M,Divorced,15000,1,2,16150,4739,4,2
2020,69,C,M,Married,7000,4,6,9350,1651,2,1
2020,60,E,M,Single,11000,2,7,31875,4656,1,2
2020,45,G,M,Single,5000,0,5,2500,1178,1,1
2020,43,B,F,Single,12000,1,6,2125,1956,1,1
2020,68,H,M,Single,9000,0,2,95000,9188,1,2
2020,31,C,M,Widowed,8000,2,3,80750,9508,1,2
2020,40,F,F,Married,9000,7,12,1275,47235,2,2
2020,50,H,M,Single,14000,1,5,14450,3315,1,1
2020,40,E,M,Single,10000,0,13,8500,7646,1,2
2020,55,E,M,Married,10000,0,7,11000,1622,2,1
2020,76,G,M,Married,9000,0,12,5500,8720,2,2
2020,32,C,F,Single,12000,11,13,4675,1670,3,1
2020,34,G,M,Single,12000,3,3,2125,8388,1,2
2020,73,D,M,Single,5000,8,10,8075,18907,3,2
2020,41,D,M,Single,5000,1,1,46750,863,1,1
2020,44,C,M,Married,12000,4,6,16150,17167,2,2
2020,39,C,F,Married,12000,0,1,55000,2555,1,1
2020,37,F,M,Married,17000,1,2,46750,606,2,1
2020,58,H,F,Married,2000,2,2,9350,3798,2,2
2020,42,H,M,Single,8000,5,7,19125,25308,1,2
2020,52,E,M,Single,8000,0,8,9500,5698,1,2
2020,57,E,M,Single,9000,0,9,4500,18500,2,2
2020,30,D,F,Single,10000,4,10,3825,4876,1,2
2020,36,B,M,Widowed,11000,2,2,19125,6946,1,2
2020,53,E,M,Married,20000,1,3,23375,8418,2,2
2020,30,A,M,Married,9000,1,2,12750,17070,1,2
2020,50,C,F,Married,13000,0,2,13000,24946,1,2
2020,47,A,F,Married,16000,3,3,11050,2088,3,1
2020,41,E,F,Divorced,7000,9,15,2975,72581,3,2
2020,36,A,M,Single,7000,8,9,425,22636,2,2
2020,43,A,F,Married,13000,0,6,15000,9641,2,2
2020,36,D,F,Single,10000,0,4,9500,894,1,1
2020,50,E,F,Single,12000,1,5,8075,6649,2,2
2020,40,A,M,Married,10000,1,13,1275,8372,1,2
2020,39,C,F,Married,14000,0,1,37500,32241,2,2
2020,36,F,F,Married,8000,2,2,31875,795,2,1
2020,46,F,M,Married,9000,0,5,75000,5149,2,2
2020,28,C,F,Single,12000,1,6,63750,7814,1,2
2020,76,G,M,Single,9000,0,2,65000,27084,4,2
2020,51,C,M,Single,15000,1,3,55250,9292,1,2
2020,56,B,M,Single,7000,2,3,12750,2672,1,1
2020,38,C,F,Married,11000,0,2,27500,30902,1,2
2020,66,C,M,Single,10000,2,3,23375,2425,1,1
2020,24,A,M,Single,8000,2,4,12750,7928,1,2
2020,40,H,M,Single,13000,0,6,19000,526,3,1
2020,72,C,M,Single,4000,0,5,5500,10620,2,2
2020,72,D,M,Single,5000,6,6,4675,5294,1,2
2020,47,D,M,Married,13000,0,0,27500,4272,2,2
2020,63,A,M,Single,11000,1,1,23375,65107,2,2
2020,49,F,M,Single,15000,1,2,11050,35063,1,2
2020,34,D,M,Single,15000,0,7,2500,19048,1,2
2020,47,D,F,Single,14000,3,3,2125,9343,3,2
2020,42,D,F,Married,10000,4,5,12750,69806,2,2
2020,66,B,F,Single,7000,4,5,16150,7905,1,2
2020,68,B,M,Married,10000,8,8,8075,7084,2,2
2020,33,H,F,Single,5000,1,10,3825,9615,1,2
2020,28,H,M,Single,5000,9,10,9350,11858,1,2
2020,54,C,M,Married,14000,1,7,425,12951,3,2
2020,57,F,M,Single,14000,7,20,11050,7788,2,2
2020,38,A,F,Single,9000,1,4,16150,9265,2,2
2020,44,B,F,Single,8000,0,5,11000,4643,1,2
2020,61,C,M,Divorced,9000,3,6,9350,6178,3,2
2020,36,G,M,Single,7000,5,15,9350,8228,1,2
2020,60,C,M,Single,16000,1,2,23375,14133,1,2
2020,72,H,F,Single,5000,1,9,12750,6148,3,2
2020,39,D,F,Single,5000,0,11,2500,13221,1,2
2020,70,G,M,Divorced,10000,5,7,2125,4212,2,2
2020,80,C,M,Single,9000,2,6,9350,0,1,0
2020,39,H,F,Single,13000,3,4,14450,11084,1,2
2020,49,B,M,Single,3000,8,8,6375,21665,3,2
2020,33,F,M,Single,9000,0,6,15000,9258,1,2
2020,31,F,M,Married,11000,1,2,27625,2405,2,1
2020,63,D,M,Single,17000,5,5,16150,27885,1,2
2020,59,F,M,Single,11000,0,2,42500,1349,2,1
2020,65,A,M,Married,5000,0,7,17000,30794,1,2
2020,80,B,M,Single,7000,1,8,14450,19366,1,2
2020,49,G,F,Married,15000,4,6,7225,5715,2,2
2020,45,D,F,Single,13000,1,5,31875,6904,1,2
2020,62,A,M,Single,13000,1,3,9350,567,2,1
2020,39,D,F,Single,11000,0,9,8500,7147,1,2
2020,62,A,M,Single,14000,1,10,14450,16365,2,2
2020,41,G,M,Single,13000,1,8,2125,19633,1,2
2020,45,E,F,Single,13000,0,4,65000,10705,1,2
2020,47,H,F,Married,14000,0,5,22500,20680,2,2
2020,29,F,M,Single,13000,10,11,9350,13664,2,2
2020,57,E,M,Single,14000,1,2,8075,7025,1,2
2020,28,D,M,Married,15000,2,2,55250,1889,2,1
2020,35,H,M,Married,12000,2,4,27625,21870,2,2
2020,26,G,F,Married,11000,1,11,2125,0,1,0
2020,79,B,F,Single,9000,1,4,11050,3630,1,2
2020,65,H,M,Widowed,16000,0,3,22500,12356,1,2
2020,33,C,F,Married,15000,1,4,9350,15161,1,2
2020,36,F,F,Single,15000,4,10,11050,8360,1,2
2020,36,B,M,Married,15000,1,5,19125,11540,2,2
2020,53,E,M,Married,10000,1,1,12750,1255,2,1
2020,54,D,F,Married,8000,1,1,9350,517,1,1
2020,47,B,M,Divorced,10000,0,9,27500,39433,3,2
2020,76,G,M,Married,8000,1,10,23375,7657,1,2
2020,35,C,M,Single,4000,0,20,11000,22246,1,2
2020,59,D,M,Married,7000,0,7,8500,25374,2,2
2020,40,C,M,Single,6000,0,3,17000,707,1,1
2020,60,G,M,Single,7000,0,5,11000,3862,2,2
2020,51,C,F,Single,15000,1,1,9350,35326,3,2
2020,40,E,F,Single,10000,0,1,13000,4706,1,2
2020,27,B,F,Single,14000,1,2,11050,23252,1,2
2020,67,E,M,Single,13000,1,6,14450,6040,1,2
2020,34,G,M,Married,13000,1,7,2125,14628,2,2
2020,55,A,M,Single,7000,0,1,37500,4470,1,2
2020,36,H,M,Single,13000,2,2,31875,6100,1,2
2020,36,F,M,Single,12000,0,3,42500,2429,1,1
2020,28,D,M,Single,14000,2,4,36125,3772,1,2
2020,55,F,F,Married,14000,0,15,1500,7562,2,2
2020,72,C,F,Married,1000,0,6,6500,1127,2,1
2020,64,D,F,Married,11000,3,7,5525,25774,2,2
2020,56,E,M,Married,8000,1,8,8075,3387,4,1
2020,25,H,F,Single,10000,3,3,2125,18742,1,2
2020,78,G,F,Widowed,7000,3,8,6375,1527,1,1
2020,68,E,M,Single,8000,0,3,13000,1680,1,1
2020,29,G,F,Divorced,8000,1,4,11050,3567,1,2
2020,54,H,F,Single,5000,0,6,32500,12515,2,2
2020,59,A,M,Single,14000,0,4,42500,7134,1,2
2020,36,G,F,Divorced,11000,0,0,22500,13693,1,2
2020,43,D,M,Single,6000,1,1,19125,6512,1,2
2020,59,B,M,Married,10000,0,16,8500,7805,2,2
2020,43,G,F,Married,10000,0,11,8500,11468,2,2
2020,33,D,F,Single,15000,1,7,7225,26385,1,2
2020,46,C,M,Married,5000,1,1,16150,24700,3,2
2020,20,H,F,Single,12000,5,9,14450,38711,1,2
2020,52,A,M,Single,3000,2,7,31875,4439,1,2
2020,46,B,F,Single,15000,6,7,36125,10694,2,2
2020,75,H,M,Single,13000,0,2,13000,13128,1,2
2020,50,C,F,Divorced,18000,2,3,11050,1273,2,1
2020,37,C,F,Divorced,15000,0,5,13000,12523,1,2
2020,51,C,M,Single,13000,0,9,5500,4206,2,2
2020,59,H,M,Single,11000,0,7,32500,2525,1,1
2020,60,C,M,Single,21000,8,8,27625,2770,2,1
2020,21,G,F,Married,10000,0,0,11000,28734,3,2
2020,66,C,M,Widowed,10000,1,1,9350,1908,1,1
2020,52,D,F,Single,13000,0,12,8500,11268,1,2
2020,68,A,F,Single,5000,0,14,6500,16119,2,2
